ID_ELEVE,GENRE,AGE,NIVEAU,ID_PARENT
E02681,f,10,1ère,P4782
E02682,f,9,CM1,P0583
E02683,f,11,4ème,P1177
E02684,f,12,CM2,P3664
E02685,m,10,2nde,P3372
E02686,f,13,CM2,P2051
E02687,m,9,6ème,P4207
E02688,m,10,4ème,P2481
E02689,m,11,CM1,P1276
E02690,m,8,CM1,P3484
E02691,f,11,5ème,P4251
E02692,f,13,CM1,P4871
E02693,m,11,CM1,P4326
E02694,f,14,Terminale,P1307
E02695,f,13,2nde,P3907
E02696,m,15,5ème,P3474
E02697,f,11,1ère,P1775
E02698,m,10,2nde,P0661
E02699,f,14,CM1,P4392
E02700,f,15,6ème,P1291
E02701,f,11,1ère,P4529
E02702,f,12,3ème,P0630
E02703,f,11,CM2,P3115
E02704,m,12,4ème,P1245
E02705,f,8,2nde,P0221
E02706,m,12,Terminale,P0847
E02707,m,12,6ème,P3804
E02708,f,11,3ème,P3244
E02709,m,8,Terminale,P3418
E02710,f,9,Terminale,P2268
E02711,f,8,3ème,P2058
E02712,f,9,CM1,P4528
E02713,m,15,4ème,P0917
E02714,m,9,1ère,P4956
E02715,f,15,CM1,P1203
E02716,f,10,CM2,P1074
E02717,m,15,CM1,P2403
E02718,f,15,3ème,P0819
E02719,m,8,CM2,P0584
E02720,f,13,CM2,P0784
E02721,f,9,CM1,P4291
E02722,m,9,CM1,P2322
E02723,f,8,CM2,P3655
E02724,m,8,5ème,P1094
E02725,f,14,2nde,P2122
E02726,m,13,6ème,P2694
E02727,f,10,4ème,P2397
E02728,m,9,3ème,P1240
E02729,m,15,5ème,P0870
E02730,f,12,6ème,P4232
E02731,f,10,Terminale,P0070
E02732,f,11,CM1,P2499
E02733,f,14,4ème,P1337
E02734,f,10,1ère,P4661
E02735,m,10,3ème,P1365
E02736,m,14,5ème,P3836
E02737,m,10,4ème,P4913
E02738,f,10,4ème,P3811
E02739,f,13,1ère,P3949
E02740,f,12,6ème,P4447
E02741,f,10,5ème,P3388
E02742,m,12,4ème,P4374
E02743,m,13,CM1,P2411
E02744,m,13,2nde,P4876
E02745,f,8,1ère,P4206
E02746,f,12,Terminale,P0540
E02747,m,8,5ème,P2214
E02748,f,15,CM2,P4040
E02749,m,13,1ère,P3082
E02750,m,9,5ème,P1998
E02751,m,15,2nde,P4102
E02752,f,13,CM1,P0435
E02753,m,14,CM2,P1187
E02754,f,9,CM2,P0847
E02755,f,10,6ème,P3176
E02756,m,9,3ème,P2542
E02757,f,15,Terminale,P3790
E02758,f,13,Terminale,P1779
E02759,f,11,2nde,P4084
E02760,f,15,2nde,P1055
E02761,m,14,4ème,P0644
E02762,m,12,2nde,P3895
E02763,m,12,CM2,P4639
E02764,m,13,4ème,P0859
E02765,f,12,1ère,P0890
E02766,f,10,CM1,P2918
E02767,m,13,3ème,P1024
E02768,f,8,2nde,P0315
E02769,f,12,6ème,P0835
E02770,f,14,2nde,P1955
E02771,f,13,3ème,P4156
E02772,m,9,5ème,P1996
E02773,m,9,1ère,P4899
E02774,m,8,CM2,P2332
E02775,f,15,3ème,P2920
E02776,f,12,4ème,P3961
E02777,m,12,CM2,P2374
E02778,f,15,1ère,P1278
E02779,m,14,CM2,P1908
E02780,f,14,4ème,P3808
E02781,f,10,CM2,P3792
E02782,f,11,2nde,P2535
E02783,f,11,5ème,P0661
E02784,m,12,1ère,P2184
E02785,m,8,3ème,P1524
E02786,f,11,5ème,P1877
E02787,m,12,2nde,P0187
E02788,f,13,2nde,P2615
E02789,f,12,2nde,P0202
E02790,f,11,2nde,P2198
E02791,m,15,1ère,P2301
E02792,m,12,6ème,P4629
E02793,f,12,Terminale,P3650
E02794,f,9,CM1,P3250
E02795,f,8,3ème,P3887
E02796,m,8,1ère,P1583
E02797,f,13,4ème,P4002
E02798,f,9,2nde,P3545
E02799,m,11,5ème,P3579
E02800,f,15,1ère,P3666
E02801,m,15,3ème,P1712
E02802,m,11,CM1,P1649
E02803,m,9,3ème,P3606
E02804,f,13,6ème,P0802
E02805,m,11,CM2,P1455
E02806,m,12,2nde,P0057
E02807,m,11,5ème,P1845
E02808,f,11,3ème,P4618
E02809,f,14,3ème,P0755
E02810,m,15,1ère,P4728
E02811,f,8,CM2,P2448
E02812,m,15,6ème,P3540
E02813,f,15,5ème,P0471
E02814,m,11,CM2,P0949
E02815,m,14,CM1,P0333
E02816,f,12,4ème,P1438
E02817,m,15,Terminale,P3018
E02818,m,12,4ème,P2876
E02819,m,9,4ème,P0641
E02820,f,14,2nde,P4952
E02821,f,12,CM2,P1835
E02822,m,14,4ème,P3951
E02823,m,15,3ème,P1134
E02824,f,13,4ème,P1568
E02825,f,11,1ère,P0508
E02826,f,9,CM1,P2583
E02827,m,13,4ème,P0100
E02828,f,12,CM2,P0577
E02829,m,15,1ère,P1089
E02830,f,11,6ème,P1797
E02831,m,13,5ème,P1950
E02832,f,8,Terminale,P1749
E02833,m,15,3ème,P4732
E02834,m,9,1ère,P3439
E02835,m,14,1ère,P4542
E02836,m,9,CM1,P0116
E02837,f,8,5ème,P0488
E02838,m,11,Terminale,P4281
E02839,f,11,CM1,P0247
E02840,f,15,1ère,P3120
E02841,f,8,6ème,P1520
E02842,f,9,2nde,P3541
E02843,f,15,1ère,P2403
E02844,m,10,4ème,P3671
E02845,f,8,CM2,P1946
E02846,f,8,CM1,P0510
E02847,m,12,1ère,P3848
E02848,f,13,2nde,P1126
E02849,m,14,5ème,P3095
E02850,m,10,2nde,P3340
E02851,f,9,CM1,P4353
E02852,f,8,CM1,P2248
E02853,m,8,3ème,P4074
E02854,m,15,CM1,P1213
E02855,f,8,4ème,P0107
E02856,m,9,CM2,P4995
E02857,f,15,6ème,P1234
E02858,m,8,5ème,P1241
E02859,f,13,3ème,P0925
E02860,f,14,6ème,P3143
E02861,f,13,Terminale,P4211
E02862,m,8,CM2,P3652
E02863,m,11,CM1,P2695
E02864,m,12,1ère,P2818
E02865,m,15,3ème,P2964
E02866,m,15,3ème,P1488
E02867,m,10,2nde,P3555
E02868,m,12,2nde,P0842
E02869,f,9,5ème,P3289
E02870,m,10,6ème,P4694
E02871,m,11,CM2,P2953
E02872,m,8,CM2,P1219
E02873,f,12,2nde,P3828
E02874,m,9,CM1,P3337
E02875,f,11,CM2,P4013
E02876,m,14,1ère,P4034
E02877,f,9,6ème,P4806
E02878,f,10,CM1,P3904
E02879,f,15,6ème,P0891
E02880,f,15,6ème,P4896
E02881,f,11,1ère,P2563
E02882,f,10,4ème,P2797
E02883,f,8,6ème,P2726
E02884,f,13,CM2,P3335
E02885,m,10,4ème,P4401
E02886,m,8,CM1,P1756
E02887,m,12,1ère,P1264
E02888,f,11,5ème,P2013
E02889,m,10,Terminale,P3840
E02890,f,13,4ème,P2758
E02891,m,12,2nde,P1031
E02892,m,13,4ème,P2520
E02893,f,12,Terminale,P0920
E02894,f,11,Terminale,P4041
E02895,m,15,3ème,P3061
E02896,f,12,3ème,P2804
E02897,m,13,4ème,P2700
E02898,f,10,2nde,P3099
E02899,m,14,2nde,P4073
E02900,m,11,5ème,P0879
E02901,f,8,CM2,P1699
E02902,f,8,3ème,P0578
E02903,m,15,5ème,P3031
E02904,f,12,CM2,P2798
E02905,f,11,6ème,P4051
E02906,m,12,Terminale,P0283
E02907,f,15,CM2,P3176
E02908,m,8,Terminale,P0604
E02909,f,11,Terminale,P4700
E02910,m,9,5ème,P2826
E02911,m,8,4ème,P2689
E02912,m,14,2nde,P0445
E02913,f,8,CM2,P4663
E02914,m,12,1ère,P2042
E02915,f,8,6ème,P2380
E02916,f,9,1ère,P1932
E02917,f,13,CM2,P0850
E02918,m,8,1ère,P3779
E02919,f,9,5ème,P2092
E02920,m,11,Terminale,P3285
E02921,m,15,3ème,P0498
E02922,f,14,CM2,P1639
E02923,m,15,CM1,P1068
E02924,m,12,Terminale,P4613
E02925,f,10,Terminale,P2439
E02926,m,8,2nde,P0200
E02927,m,8,2nde,P0209
E02928,m,11,Terminale,P4349
E02929,f,11,Terminale,P1239
E02930,f,8,5ème,P1634
E02931,f,14,5ème,P0299
E02932,f,10,6ème,P0187
E02933,m,12,6ème,P2499
E02934,f,15,1ère,P4444
E02935,m,8,5ème,P2498
E02936,f,12,3ème,P0962
E02937,m,13,3ème,P4628
E02938,m,12,1ère,P4618
E02939,m,12,6ème,P3559
E02940,m,8,Terminale,P4933
E02941,m,10,6ème,P4132
E02942,m,11,4ème,P4848
E02943,f,10,4ème,P4919
E02944,m,15,2nde,P0170
E02945,f,12,1ère,P1518
E02946,f,12,6ème,P3658
E02947,m,8,CM2,P4051
E02948,m,11,4ème,P1424
E02949,f,11,5ème,P2420
E02950,m,15,CM1,P4992
E02951,m,13,CM1,P1881
E02952,m,9,CM1,P3595
E02953,f,8,5ème,P0201
E02954,f,15,4ème,P3858
E02955,m,9,6ème,P2506
E02956,m,9,CM2,P0759
E02957,m,11,2nde,P2386
E02958,m,14,CM1,P2983
E02959,f,8,CM1,P0101
E02960,f,14,4ème,P1988
E02961,f,11,1ère,P1178
E02962,m,8,3ème,P1203
E02963,m,14,CM1,P1053
E02964,f,12,5ème,P4316
E02965,m,13,6ème,P2338
E02966,f,13,CM1,P4394
E02967,m,15,5ème,P0272
E02968,f,12,CM2,P2799
E02969,f,15,6ème,P4651
E02970,m,11,3ème,P0072
E02971,m,12,6ème,P4462
E02972,m,11,4ème,P0540
E02973,m,15,4ème,P0967
E02974,f,15,CM1,P4171
E02975,f,13,6ème,P2905
E02976,m,14,Terminale,P2787
E02977,f,11,5ème,P1242
E02978,m,12,1ère,P1004
E02979,m,9,3ème,P4596
E02980,f,14,Terminale,P2510
E02981,f,8,CM1,P4055
E02982,f,10,CM1,P4522
E02983,m,12,1ère,P4800
E02984,f,8,CM2,P0964
E02985,f,15,CM1,P4728
E02986,m,9,3ème,P2337
E02987,f,15,4ème,P1210
E02988,m,10,6ème,P1652
E02989,f,9,3ème,P0291
E02990,f,13,2nde,P3351
E02991,f,15,6ème,P0156
E02992,m,13,3ème,P1606
E02993,f,13,6ème,P4243
E02994,m,11,Terminale,P1859
E02995,f,14,3ème,P3777
E02996,f,10,CM1,P4142
E02997,f,12,6ème,P1236
E02998,f,13,CM2,P1533
E02999,m,13,3ème,P4322
E03000,f,14,CM2,P1604
E03001,f,14,3ème,P2510
E03002,m,13,6ème,P2352
E03003,f,11,CM2,P0152
E03004,f,10,CM2,P0588
E03005,f,15,3ème,P2790
E03006,f,10,4ème,P4250
E03007,f,13,6ème,P1382
E03008,f,11,4ème,P4396
E03009,m,8,4ème,P2867
E03010,m,11,3ème,P2604
E03011,m,8,4ème,P1860
E03012,m,15,3ème,P1157
E03013,m,14,5ème,P4132
E03014,m,14,1ère,P0504
E03015,f,10,CM1,P1135
E03016,f,12,CM2,P4010
E03017,f,8,5ème,P1535
E03018,m,8,CM1,P1933
E03019,f,9,CM1,P3168
E03020,m,11,4ème,P1191
E03021,f,13,6ème,P1382
E03022,m,9,Terminale,P0825
E03023,f,10,6ème,P0941
E03024,m,9,4ème,P1568
E03025,f,14,CM1,P0377
E03026,f,10,CM1,P4368
E03027,m,11,1ère,P4140
E03028,f,10,1ère,P1729
E03029,m,10,CM1,P2326
E03030,m,14,3ème,P2942
E03031,f,12,CM1,P2641
E03032,m,15,CM2,P3649
E03033,f,11,CM1,P4177
E03034,f,8,3ème,P4427
E03035,f,10,CM1,P3860
E03036,f,14,2nde,P4202
E03037,m,10,CM1,P4823
E03038,m,15,CM1,P0875
E03039,m,15,CM2,P0768
E03040,f,10,Terminale,P0269
E03041,f,9,6ème,P3561
E03042,m,9,1ère,P0722
E03043,m,15,5ème,P2858
E03044,f,9,5ème,P4953
E03045,m,14,1ère,P0584
E03046,f,15,5ème,P1607
E03047,f,11,4ème,P2905
E03048,f,10,5ème,P2145
E03049,f,14,3ème,P2419
E03050,f,15,2nde,P4338
E03051,m,14,3ème,P3987
E03052,m,12,5ème,P2624
E03053,f,13,6ème,P3975
E03054,m,13,CM1,P0276
E03055,f,9,CM1,P0497
E03056,f,10,CM1,P1651
E03057,f,13,4ème,P2936
E03058,m,14,CM2,P1341
E03059,m,9,6ème,P2131
E03060,f,13,4ème,P3976
E03061,f,14,4ème,P0708
E03062,m,9,2nde,P0093
E03063,f,14,Terminale,P4455
E03064,m,13,5ème,P1915
E03065,f,13,6ème,P4196
E03066,m,8,6ème,P2054
E03067,m,11,6ème,P2908
E03068,f,8,6ème,P0116
E03069,m,14,2nde,P4462
E03070,m,12,4ème,P3587
E03071,m,9,6ème,P0676
E03072,f,10,Terminale,P2833
E03073,f,9,3ème,P3083
E03074,m,12,2nde,P2785
E03075,m,11,2nde,P3886
E03076,f,9,2nde,P0120
E03077,f,11,1ère,P0022
E03078,f,10,5ème,P3356
E03079,f,13,2nde,P3407
E03080,f,14,CM2,P0782
E03081,f,13,1ère,P0645
E03082,m,9,4ème,P4858
E03083,f,15,Terminale,P4309
E03084,f,12,4ème,P4111
E03085,f,12,5ème,P3042
E03086,f,8,4ème,P4130
E03087,f,8,5ème,P4845
E03088,m,11,4ème,P4505
E03089,m,10,1ère,P1633
E03090,m,10,4ème,P1658
E03091,m,12,2nde,P2909
E03092,m,15,5ème,P3108
E03093,m,9,CM2,P2801
E03094,m,10,4ème,P1801
E03095,f,13,CM1,P3660
E03096,m,8,3ème,P0909
E03097,m,13,4ème,P2024
E03098,m,11,3ème,P4735
E03099,f,8,6ème,P4802
E03100,f,12,6ème,P4280
E03101,f,12,1ère,P3823
E03102,m,8,CM2,P0733
E03103,f,8,1ère,P1839
E03104,f,8,CM1,P2912
E03105,m,14,Terminale,P4631
E03106,f,13,1ère,P0843
E03107,m,13,2nde,P1941
E03108,f,12,6ème,P3687
E03109,m,9,CM1,P1747
E03110,m,13,CM2,P2061
E03111,m,14,1ère,P0839
E03112,m,9,CM1,P2432
E03113,m,10,3ème,P4846
E03114,f,8,CM1,P3855
E03115,f,12,CM2,P2572
E03116,m,14,CM1,P2378
E03117,m,10,2nde,P4585
E03118,f,12,3ème,P1834
E03119,f,8,1ère,P0789
E03120,m,12,2nde,P1978
E03121,f,14,4ème,P0028
E03122,m,12,5ème,P0034
E03123,f,9,2nde,P4573
E03124,f,14,1ère,P4131
E03125,m,12,CM1,P4137
E03126,f,9,4ème,P1006
E03127,f,13,4ème,P3471
E03128,m,14,3ème,P3024
E03129,f,8,6ème,P1615
E03130,m,14,2nde,P2362
E03131,f,10,4ème,P0599
E03132,m,11,CM1,P3994
E03133,f,12,3ème,P4063
E03134,m,14,2nde,P3521
E03135,f,11,CM2,P3753
E03136,f,13,Terminale,P4859
E03137,f,14,CM1,P2587
E03138,f,14,6ème,P4403
E03139,f,14,6ème,P3513
E03140,f,15,5ème,P0860
E03141,f,12,5ème,P2412
E03142,f,13,4ème,P1094
E03143,m,13,6ème,P4100
E03144,m,8,2nde,P4877
E03145,m,8,4ème,P1328
E03146,m,14,1ère,P2748
E03147,f,8,Terminale,P0915
E03148,f,8,2nde,P3645
E03149,m,11,4ème,P4964
E03150,m,8,4ème,P2071
E03151,m,10,CM1,P3037
E03152,f,8,CM2,P4054
E03153,m,11,CM1,P3039
E03154,m,11,CM1,P1455
E03155,f,11,4ème,P1445
E03156,f,13,3ème,P3503
E03157,m,14,5ème,P2263
E03158,f,14,CM2,P3853
E03159,f,11,Terminale,P3561
E03160,f,10,4ème,P3508
E03161,m,8,4ème,P4057
E03162,f,9,3ème,P2051
E03163,f,12,4ème,P2464
E03164,f,15,CM1,P2424
E03165,f,8,CM2,P3620
E03166,m,8,2nde,P2820
E03167,m,14,Terminale,P3586
E03168,f,13,6ème,P2750
E03169,f,8,6ème,P3343
E03170,m,10,Terminale,P3294
E03171,f,15,5ème,P0242
E03172,m,9,1ère,P2061
E03173,m,11,CM2,P4180
E03174,f,11,CM2,P0023
E03175,f,10,6ème,P1500
E03176,m,12,3ème,P4799
E03177,m,9,3ème,P1526
E03178,f,14,Terminale,P4802
E03179,f,12,1ère,P2745
E03180,f,9,2nde,P2481
E03181,f,13,2nde,P0353
E03182,m,11,4ème,P1596
E03183,f,10,2nde,P3050
E03184,m,14,2nde,P0872
E03185,f,9,6ème,P3249
E03186,m,9,4ème,P4382
E03187,f,10,1ère,P3730
E03188,m,11,2nde,P4470
E03189,f,15,1ère,P1790
E03190,m,8,5ème,P2347
E03191,f,14,3ème,P1170
E03192,m,10,6ème,P4358
E03193,f,13,4ème,P3590
E03194,f,12,6ème,P4653
E03195,m,15,CM2,P2380
E03196,f,15,1ère,P3468
E03197,f,15,6ème,P2642
E03198,m,9,3ème,P3164
E03199,f,9,4ème,P3887
E03200,f,13,2nde,P4938
E03201,m,11,4ème,P2324
E03202,f,14,5ème,P0780
E03203,f,11,2nde,P0933
E03204,f,9,CM1,P3134
E03205,m,8,5ème,P1460
E03206,m,14,1ère,P4535
E03207,m,8,3ème,P3263
E03208,f,13,Terminale,P1783
E03209,f,13,3ème,P3678
E03210,f,13,1ère,P2158
E03211,m,11,3ème,P2923
E03212,f,10,6ème,P2510
E03213,m,15,4ème,P4860
E03214,m,9,Terminale,P0927
E03215,m,10,4ème,P1740
E03216,f,14,CM2,P1653
E03217,m,14,CM1,P2495
E03218,m,13,2nde,P2218
E03219,f,15,Terminale,P0928
E03220,m,10,5ème,P4046
E03221,f,8,CM1,P1801
E03222,m,14,CM2,P3922
E03223,m,10,CM2,P1848
E03224,m,12,CM2,P0522
E03225,m,9,3ème,P3028
E03226,m,13,3ème,P4564
E03227,f,15,3ème,P0712
E03228,f,9,Terminale,P0096
E03229,f,13,Terminale,P3723
E03230,m,12,2nde,P0206
E03231,m,14,4ème,P2781
E03232,m,14,5ème,P4021
E03233,f,8,3ème,P1033
E03234,f,9,CM1,P1729
E03235,m,13,1ère,P3119
E03236,f,9,5ème,P1167
E03237,f,12,Terminale,P2265
E03238,f,10,CM2,P2519
E03239,f,9,6ème,P1185
E03240,f,10,6ème,P1020
E03241,f,8,5ème,P0683
E03242,f,15,6ème,P0681
E03243,f,13,1ère,P1456
E03244,f,10,4ème,P0881
E03245,f,15,6ème,P0377
E03246,f,8,CM2,P2403
E03247,m,13,4ème,P3289
E03248,m,10,1ère,P2996
E03249,f,12,Terminale,P2381
E03250,f,15,1ère,P2767
E03251,m,10,2nde,P2505
E03252,f,10,6ème,P4107
E03253,m,11,CM2,P3591
E03254,m,10,2nde,P3019
E03255,m,11,CM1,P2391
E03256,m,8,1ère,P2588
E03257,m,11,CM2,P4783
E03258,f,8,CM1,P1876
E03259,m,11,3ème,P1311
E03260,f,8,CM2,P4642
E03261,f,13,6ème,P1771
E03262,f,9,1ère,P3976
E03263,m,12,CM2,P2449
E03264,m,8,CM2,P2609
E03265,m,10,2nde,P0682
E03266,m,10,4ème,P4691
E03267,m,14,1ère,P1629
E03268,m,9,CM1,P2963
E03269,f,11,6ème,P1878
E03270,f,15,3ème,P4694
E03271,f,14,2nde,P0969
E03272,f,15,4ème,P3611
E03273,m,15,CM1,P2944
E03274,f,10,6ème,P1744
E03275,m,15,5ème,P4946
E03276,m,9,CM1,P2373
E03277,m,11,5ème,P4212
E03278,f,9,4ème,P4412
E03279,f,12,4ème,P3985
E03280,m,14,CM2,P3632
E03281,m,15,CM2,P1522
E03282,f,12,1ère,P2838
E03283,m,15,CM1,P4210
E03284,f,11,2nde,P1898
E03285,m,13,CM2,P2307
E03286,f,11,6ème,P2160
E03287,f,13,Terminale,P3891
E03288,m,9,3ème,P2452
E03289,m,14,CM2,P2167
E03290,f,10,2nde,P1375
E03291,m,8,Terminale,P3944
E03292,m,11,2nde,P2473
E03293,f,14,1ère,P4905
E03294,m,15,Terminale,P2296
E03295,m,11,2nde,P2839
E03296,m,9,Terminale,P3889
E03297,m,8,4ème,P3263
E03298,f,10,2nde,P3213
E03299,f,14,5ème,P0417
E03300,m,11,3ème,P3344
E03301,f,14,CM1,P1059
E03302,m,10,2nde,P2699
E03303,m,10,2nde,P1506
E03304,m,8,CM1,P1023
E03305,f,9,6ème,P4708
E03306,m,11,Terminale,P3253
E03307,m,15,4ème,P4028
E03308,m,10,Terminale,P1223
E03309,m,10,2nde,P2807
E03310,f,9,3ème,P4460
E03311,f,15,5ème,P4514
E03312,f,8,5ème,P3994
E03313,m,11,1ère,P4681
E03314,f,13,CM2,P4851
E03315,m,8,6ème,P3726
E03316,f,12,6ème,P3729
E03317,f,14,5ème,P1857
E03318,m,14,6ème,P4151
E03319,m,9,5ème,P2556
E03320,f,12,3ème,P3994
E03321,m,12,6ème,P3594
E03322,f,15,5ème,P2913
E03323,f,10,4ème,P2379
E03324,f,10,6ème,P2344
E03325,m,9,1ère,P2877
E03326,m,8,4ème,P4919
E03327,m,15,4ème,P0493
E03328,m,10,2nde,P3346
E03329,m,13,CM2,P3925
E03330,f,15,2nde,P2663
E03331,f,8,5ème,P1354
E03332,m,14,Terminale,P4713
E03333,m,8,CM2,P0330
E03334,m,11,Terminale,P3586
E03335,f,15,3ème,P1660
E03336,m,10,2nde,P1440
E03337,f,8,1ère,P1880
E03338,f,13,CM2,P4724
E03339,m,14,4ème,P3318
E03340,f,8,Terminale,P2248
E03341,f,8,3ème,P2625
E03342,m,12,Terminale,P2747
E03343,m,10,CM1,P1098
E03344,f,14,4ème,P2995
E03345,f,11,4ème,P4757
E03346,f,9,6ème,P2468
E03347,f,10,Terminale,P0315
E03348,f,14,4ème,P0041
E03349,f,8,CM2,P0713
E03350,f,8,CM2,P4897
E03351,f,13,2nde,P4599
E03352,f,15,5ème,P1860
E03353,m,9,2nde,P0498
E03354,f,9,Terminale,P2411
E03355,m,9,5ème,P0750
E03356,f,14,5ème,P2832
E03357,m,11,Terminale,P4613
E03358,f,11,CM2,P0623
E03359,f,10,3ème,P1160
E03360,m,14,2nde,P4927
E03361,f,9,1ère,P3057
E03362,m,12,5ème,P2869
E03363,f,12,5ème,P1606
E03364,m,10,3ème,P3618
E03365,f,9,Terminale,P2560
E03366,m,12,Terminale,P3419
E03367,m,12,1ère,P4277
E03368,f,11,6ème,P1002
E03369,f,15,3ème,P4603
E03370,m,12,5ème,P2694
E03371,m,12,1ère,P3831
E03372,f,15,5ème,P4395
E03373,f,11,4ème,P3394
E03374,m,8,CM1,P2178
E03375,f,11,1ère,P4497
E03376,m,11,CM2,P3824
E03377,m,11,4ème,P2966
E03378,f,12,5ème,P2733
E03379,m,10,1ère,P2099
E03380,m,15,4ème,P2009
E03381,m,11,3ème,P1252
E03382,f,8,CM2,P2844
E03383,m,14,Terminale,P2310
E03384,m,11,CM1,P3365
E03385,f,11,3ème,P1673
E03386,f,13,CM1,P1305
E03387,m,15,5ème,P4632
E03388,m,13,CM1,P3939
E03389,f,8,1ère,P1374
E03390,f,13,CM1,P3711
E03391,f,14,3ème,P2558
E03392,m,8,CM2,P2689
E03393,f,15,3ème,P0942
E03394,f,9,5ème,P1162
E03395,m,10,CM2,P4512
E03396,m,14,CM2,P4383
E03397,f,11,3ème,P4066
E03398,m,15,5ème,P1768
E03399,f,13,2nde,P1952
E03400,m,14,1ère,P1869
E03401,f,9,CM1,P1384
E03402,f,8,2nde,P3487
E03403,m,10,Terminale,P4542
E03404,m,14,4ème,P2047
E03405,m,12,Terminale,P2290
E03406,m,15,3ème,P3937
E03407,m,13,Terminale,P1474
E03408,f,15,CM2,P1261
E03409,m,14,1ère,P1675
E03410,m,10,Terminale,P2766
E03411,m,11,6ème,P3605
E03412,f,11,1ère,P2964
E03413,m,10,3ème,P3390
E03414,m,8,CM2,P1676
E03415,m,9,1ère,P3352
E03416,m,15,3ème,P3385
E03417,m,15,2nde,P3707
E03418,f,13,1ère,P0844
E03419,m,9,CM2,P1669
E03420,m,10,CM1,P0145
E03421,f,13,6ème,P4980
E03422,f,11,CM1,P1680
E03423,f,10,2nde,P2247
E03424,f,10,1ère,P4864
E03425,m,9,3ème,P1057
E03426,f,15,5ème,P4062
E03427,m,8,6ème,P3419
E03428,m,8,3ème,P4430
E03429,f,11,3ème,P1148
E03430,m,13,2nde,P3275
E03431,m,10,CM1,P2332
E03432,f,13,6ème,P3484
E03433,f,11,CM1,P1347
E03434,m,11,CM2,P1059
E03435,f,12,1ère,P0567
E03436,m,11,4ème,P2948
E03437,f,15,3ème,P4317
E03438,f,15,5ème,P4060
E03439,f,8,CM2,P1113
E03440,f,11,5ème,P1316
E03441,f,14,6ème,P4652
E03442,f,10,4ème,P1664
E03443,f,10,1ère,P3191
E03444,f,13,2nde,P2789
E03445,m,12,Terminale,P4761
E03446,f,14,4ème,P1404
E03447,f,14,4ème,P1792
E03448,f,12,2nde,P2227
E03449,f,10,2nde,P1108
E03450,m,15,4ème,P0299
E03451,f,11,6ème,P0319
E03452,m,11,4ème,P4761
E03453,m,8,5ème,P1598
E03454,f,13,3ème,P3746
E03455,m,14,CM1,P0294
E03456,m,15,5ème,P4469
E03457,f,11,4ème,P4180
E03458,m,11,1ère,P0040
E03459,f,11,3ème,P2058
E03460,f,14,Terminale,P0601
E03461,f,13,5ème,P4605
E03462,m,12,1ère,P2410
E03463,f,10,1ère,P3141
E03464,f,13,CM2,P3873
E03465,m,10,CM2,P3946
E03466,m,10,2nde,P2366
E03467,f,10,6ème,P2529
E03468,f,12,6ème,P3592
E03469,f,15,5ème,P4618
E03470,m,11,Terminale,P1572
E03471,f,9,4ème,P2157
E03472,m,14,4ème,P0396
E03473,m,8,CM2,P4874
E03474,m,13,CM1,P0698
E03475,f,10,4ème,P0826
E03476,m,11,2nde,P2495
E03477,f,9,4ème,P4512
E03478,m,15,6ème,P0009
E03479,m,15,CM2,P1033
E03480,m,13,3ème,P4727
E03481,m,10,Terminale,P1899
E03482,f,12,2nde,P0935
E03483,m,11,2nde,P0412
E03484,m,11,3ème,P1088
E03485,f,9,4ème,P1704
E03486,m,10,5ème,P0073
E03487,m,15,CM2,P0103
E03488,f,9,Terminale,P0557
E03489,f,14,CM1,P4699
E03490,f,13,1ère,P4802
E03491,m,15,CM1,P4872
E03492,f,9,2nde,P2932
E03493,f,14,4ème,P0464
E03494,f,10,2nde,P0579
E03495,f,9,1ère,P1186
E03496,f,12,6ème,P1048
E03497,m,8,CM2,P1528
E03498,m,12,6ème,P1569
E03499,m,10,4ème,P4080
E03500,m,15,CM2,P1994
E03501,m,14,2nde,P4720
E03502,f,15,CM1,P3713
E03503,m,15,2nde,P4142
E03504,f,9,4ème,P2266
E03505,m,10,5ème,P3661
E03506,f,15,2nde,P2962
E03507,f,8,4ème,P2646
E03508,f,15,4ème,P0412
E03509,f,13,CM2,P2584
E03510,f,13,6ème,P2042
E03511,f,14,3ème,P1795
E03512,m,15,3ème,P1120
E03513,f,8,Terminale,P0580
E03514,f,14,CM2,P0490
E03515,f,11,3ème,P3439
E03516,f,8,5ème,P4668
E03517,m,13,1ère,P2678
E03518,f,14,CM2,P1856
E03519,f,12,6ème,P0721
E03520,f,10,1ère,P4573
E03521,m,15,CM1,P3758
E03522,m,12,1ère,P1452
E03523,f,12,Terminale,P3448
E03524,m,13,5ème,P0383
E03525,f,9,1ère,P2234
E03526,m,13,2nde,P1384
E03527,f,15,1ère,P4078
E03528,f,8,CM2,P1182
E03529,m,12,CM2,P3351
E03530,f,9,Terminale,P1205
E03531,f,9,6ème,P1053
E03532,f,10,3ème,P0311
E03533,m,12,Terminale,P2385
E03534,f,15,5ème,P2060
E03535,f,8,3ème,P0187
E03536,f,13,Terminale,P2723
E03537,m,14,4ème,P3977
E03538,m,10,3ème,P1116
E03539,m,13,3ème,P0358
E03540,m,13,Terminale,P3914
E03541,m,15,CM1,P2729
E03542,f,9,5ème,P1055
E03543,f,11,CM1,P2425
E03544,f,10,CM2,P2933
E03545,f,15,CM1,P3967
E03546,m,9,4ème,P0483
E03547,m,14,CM2,P2889
E03548,f,14,5ème,P0105
